host_id,Pkey,zipcode,bedrooms,price,rent
49057012,KT21,KT2,1,77,36.4
36418899,KT21,KT2,1,33,36.4
66553928,KT54,KT5,4,117,62.7
17647663,KT61,KT6,1,78,34.4
30698497,KT31,KT3,1,45,31.7
7802896,KT21,KT2,1,35,36.4
4532610,KT61,KT6,1,60,34.4
22791764,KT14,KT1,4,250,63.7
17249646,KT31,KT3,1,19,31.7
47251824,KT21,KT2,1,39,36.4
42487500,KT11,KT1,1,115,38.6
5733157,KT32,KT3,2,71,42.3
51206977,KT31,KT3,1,26,31.7
65568682,KT62,KT6,2,130,44
99297775,KT91,KT9,1,32,28.4
2413601,KT21,KT2,1,35,36.4
45469611,KT11,KT1,1,58,38.6
25693617,KT31,KT3,1,80,31.7
77455144,KT61,KT6,1,35,34.4
22611343,KT21,KT2,1,60,36.4
17661141,KT21,KT2,1,44,36.4
604172,KT41,KT4,1,30,32.3
1794020,KT62,KT6,2,99,44
604172,KT41,KT4,1,52,32.3
34769575,KT21,KT2,1,18,36.4
13892353,KT21,KT2,1,45,36.4
30218516,KT31,KT3,1,65,31.7
50104145,CR23,CR2,3,120,46
31805204,CR01,CR0,1,71,31.9
45130204,CR04,CR0,4,135,55.6
1023326,CR01,CR0,1,35,31.9
66134230,CR22,CR2,2,100,39.6
72850980,CR01,CR0,1,75,31.9
47553884,CR21,CR2,1,50,29.9
6565808,CR01,CR0,1,33,31.9
1964720,CR01,CR0,1,39,31.9
25578555,CR81,CR8,1,30,29
112302756,CR01,CR0,1,24,31.9
71688866,CR01,CR0,1,49,31.9
104529827,CR21,CR2,1,23,29.9
8150858,CR01,CR0,1,96,31.9
104237016,CR01,CR0,1,55,31.9
54608267,CR83,CR8,3,120,46
10251288,CR01,CR0,1,51,31.9
50919544,CR81,CR8,1,58,29
16205459,CR21,CR2,1,24,29.9
114715995,CR01,CR0,1,33,31.9
66134230,CR21,CR2,1,29,29.9
14350054,CR01,CR0,1,43,31.9
99111813,CR51,CR5,1,45,25.6
101392371,CR51,CR5,1,25,25.6
2236434,CR01,CR0,1,28,31.9
5199247,CR01,CR0,1,73,31.9
116418370,CR81,CR8,1,40,29
88789625,CR02,CR0,2,70,42.4
87562063,SE251,SE25,1,30,29.4
20055836,CR01,CR0,1,60,31.9
40012237,CR01,CR0,1,36,31.9
6363333,Cr71,Cr7,1,49,26.9
32653610,CR01,CR0,1,61,31.9
67891042,SE251,SE25,1,20,29.4
95862195,CR71,CR7,1,30,26.9
90745301,CR01,CR0,1,35,31.9
20738279,CR01,CR0,1,24,31.9
22416092,SW161,SW16,1,36,37.3
56273689,CR71,CR7,1,24,26.9
1883369,SW161,SW16,1,45,37.3
24709287,CR71,CR7,1,20,26.9
269609,CR71,CR7,1,35,26.9
85438727,CR01,CR0,1,22,31.9
6437980,CR71,CR7,1,25,26.9
40374112,CR71,CR7,1,22,26.9
3359168,SE192,SE19,2,60,40.9
31202746,SE253,SE25,3,107,48.9
39345779,SE252,SE25,2,44,40.3
81239249,CR71,CR7,1,20,26.9
113532082,SE193,SE19,3,140,55.4
647136,CR71,CR7,1,19,26.9
29317768,SE201,SE20,1,55,30.7
35631121,CR01,CR0,1,43,31.9
94822424,SE251,SE25,1,25,29.4
66413833,CR71,CR7,1,40,26.9
23173692,SE251,SE25,1,29,29.4
95875344,CR72,CR7,2,100,39.4
59275110,SE251,SE25,1,35,29.4
2114833,SW191,SW19,1,95,40.6
36726023,CR02,CR0,2,120,42.4
103394490,SW161,SW16,1,23,37.3
44273233,SE251,SE25,1,29,29.4
31931958,SE191,SE19,1,42,34
7291297,SE251,SE25,1,20,29.4
2290657,SE192,SE19,2,100,40.9
30370022,SE251,SE25,1,48,29.4
30629100,CR01,CR0,1,23,31.9
31206910,SE251,SE25,1,42,29.4
14688852,CR51,CR5,1,35,25.6
37076933,SE191,SE19,1,40,34
34757619,SE251,SE25,1,50,29.4
3099143,CR21,CR2,1,55,29.9
42128,CR21,CR2,1,37,29.9
44114247,SE192,SE19,2,25,40.9
50975483,CR81,CR8,1,29,29
2040927,CR01,CR0,1,115,31.9
100076350,CR71,CR7,1,30,26.9
43652613,SE191,SE19,1,25,34
27066,CR01,CR0,1,60,31.9
24452919,SW163,SW16,3,180,55.6
24451262,CR01,CR0,1,45,31.9
1888579,SE251,SE25,1,25,29.4
43652613,SE191,SE19,1,30,34
40397439,CR21,CR2,1,71,29.9
33809548,CR01,CR0,1,65,31.9
94822424,SE251,SE25,1,25,29.4
99504259,CR02,CR0,2,130,42.4
95251474,SE251,SE25,1,35,29.4
113027245,SW161,SW16,1,35,37.3
91474494,CR01,CR0,1,25,31.9
109109823,CR21,CR2,1,50,29.9
29227143,SE191,SE19,1,58,34
871053,CR01,CR0,1,75,31.9
34429303,SW161,SW16,1,50,37.3
100076350,CR71,CR7,1,27,26.9
3465160,SE251,SE25,1,28,29.4
96209297,CR81,CR8,1,21,29
22033798,SW163,SW16,3,135,55.6
101274676,CR01,CR0,1,30,31.9
67535337,CR02,CR0,2,130,42.4
100076350,CR71,CR7,1,25,26.9
4677515,SE251,SE25,1,92,29.4
55525726,SE191,SE19,1,40,34
50919544,CR81,CR8,1,50,29
30629100,CR22,CR2,2,60,39.6
29907413,CR81,CR8,1,25,29
61390069,CR01,CR0,1,40,31.9
1264843,CR01,CR0,1,50,31.9
61369044,CR04,CR0,4,350,55.6
8613019,CR01,CR0,1,31,31.9
21318831,CR51,CR5,1,28,25.6
79406829,CR51,CR5,1,60,25.6
8742562,CR01,CR0,1,31,31.9
37481170,CR02,CR0,2,60,42.4
36917464,SE253,SE25,3,100,48.9
77772983,CR01,CR0,1,33,31.9
87587638,CR01,CR0,1,25,31.9
32119989,CR01,CR0,1,75,31.9
71984583,SE251,SE25,1,60,29.4
110395933,CR01,CR0,1,28,31.9
77470378,CR81,CR8,1,20,29
2354821,CR71,CR7,1,35,26.9
647136,CR73,CR7,3,75,48.4
11592524,SE251,SE25,1,45,29.4
23945719,SE251,SE25,1,40,29.4
110395933,CR01,CR0,1,28,31.9
104079503,CR71,CR7,1,18,26.9
11991609,CR01,CR0,1,51,31.9
35872488,CR01,CR0,1,60,31.9
53207887,CR01,CR0,1,30,31.9
30629100,CR02,CR0,2,60,42.4
42572149,SE251,SE25,1,25,29.4
26541508,CR01,CR0,1,55,31.9
30629100,CR01,CR0,1,65,31.9
76105733,CR21,CR2,1,35,29.9
4507407,SE251,SE25,1,25,29.4
101992661,CR81,CR8,1,50,29
8519167,CR21,CR2,1,26,29.9
116054029,CR21,CR2,1,95,29.9
100908979,CR81,CR8,1,20,29
44273233,SE191,SE19,1,31,34
85930404,SE251,SE25,1,48,29.4
101031036,CR02,CR0,2,85,42.4
40012237,SE251,SE25,1,19,29.4
83114199,CR81,CR8,1,25,29
103373872,CR71,CR7,1,25,26.9
3331699,CR21,CR2,1,29,29.9
6060096,SE251,SE25,1,31,29.4
38934270,CR01,CR0,1,75,31.9
105730373,SE251,SE25,1,18,29.4
88447299,CR02,CR0,2,75,42.4
74839914,CR01,CR0,1,20,31.9
19493117,CR02,CR0,2,85,42.4
11991609,CR01,CR0,1,20,31.9
28081062,SE251,SE25,1,57,29.4
26467772,SE191,SE19,1,65,34
103735787,CR01,CR0,1,30,31.9
4621452,CR01,CR0,1,22,31.9
85945077,CR01,CR0,1,21,31.9
345967,CR01,CR0,1,40,31.9
104529827,CR21,CR2,1,45,29.9
52542,CR01,CR0,1,55,31.9
1947003,SE251,SE25,1,21,29.4
43550073,CR01,CR0,1,100,31.9
116127598,CR01,CR0,1,35,31.9
27996540,SE193,SE19,3,109,55.4
107179457,CR21,CR2,1,39,29.9
19342820,SE191,SE19,1,28,34
2236434,CR01,CR0,1,32,31.9
24446733,CR21,CR2,1,38,29.9
22751956,SE191,SE19,1,35,34
67535337,CR91,CR9,1,135,29.6
72149040,SW161,SW16,1,35,37.3
48854495,SE191,SE19,1,37,34
116054029,CR21,CR2,1,95,29.9
19814362,CR81,CR8,1,27,29
64307631,SE191,SE19,1,50,34
63615577,SE251,SE25,1,30,29.4
8332765,SE251,SE25,1,25,29.4
1964720,CR22,CR2,2,65,39.6
91233480,CR02,CR0,2,99,42.4
31237502,CR01,CR0,1,38,31.9
1961077,SE191,SE19,1,30,34
1039457,CR01,CR0,1,35,31.9
72840829,CR02,CR0,2,120,42.4
72850980,CR01,CR0,1,80,31.9
103895064,CR01,CR0,1,73,31.9
9210716,CR01,CR0,1,38,31.9
27889493,SE193,SE19,3,77,55.4
1948070,SW161,SW16,1,25,37.3
25111759,SE251,SE25,1,22,29.4
19493117,CR01,CR0,1,25,31.9
1947188,SE251,SE25,1,18,29.4
51996377,CR01,CR0,1,45,31.9
100397993,SW161,SW16,1,60,37.3
3166171,CR21,CR2,1,40,29.9
96518484,CR21,CR2,1,25,29.9
37076933,SE193,SE19,3,120,55.4
4632893,CR21,CR2,1,60,29.9
50919544,CR81,CR8,1,48,29
77357404,CR71,CR7,1,20,26.9
80624497,SW161,SW16,1,27,37.3
88785451,SE251,SE25,1,33,29.4
55524347,CR71,CR7,1,40,26.9
63606687,CR01,CR0,1,23,31.9
8150858,CR01,CR0,1,85,31.9
19342820,SE191,SE19,1,35,34
80192665,CR01,CR0,1,20,31.9
16484475,CR21,CR2,1,30,29.9
46574318,SE191,SE19,1,40,34
9588243,SE251,SE25,1,50,29.4
23553687,CR01,CR0,1,44,31.9
82176006,SE251,SE25,1,23,29.4
20596797,CR01,CR0,1,45,31.9
103819923,CR01,CR0,1,78,31.9
8733246,SE194,SE19,4,95,76.7
34219613,CR02,CR0,2,100,42.4
34374371,CR21,CR2,1,30,29.9
20221967,CR01,CR0,1,39,31.9
44273233,SE251,SE25,1,25,29.4
18032682,CR84,CR8,4,250,68.9
2762421,SE251,SE25,1,18,29.4
4815458,CR01,CR0,1,32,31.9
2894965,CR51,CR5,1,100,25.6
8681880,SW161,SW16,1,50,37.3
20281828,SE191,SE19,1,20,34
89844787,SE251,SE25,1,30,29.4
51532224,CR01,CR0,1,50,31.9
95862195,CR71,CR7,1,18,26.9
116550016,CR81,CR8,1,55,29
81313882,CR21,CR2,1,38,29.9
63633763,CR21,CR2,1,60,29.9
18194917,CR01,CR0,1,45,31.9
513183,CR01,CR0,1,50,31.9
66134230,CR21,CR2,1,29,29.9
10742448,SE252,SE25,2,30,40.3
6574649,CR01,CR0,1,95,31.9
56828193,CR01,CR0,1,35,31.9
40012237,SE251,SE25,1,29,29.4
25077233,SE251,SE25,1,20,29.4
55176878,SW163,SW16,3,200,55.6
24451262,CR01,CR0,1,45,31.9
6989753,CR01,CR0,1,21,31.9
4815458,CR01,CR0,1,32,31.9
47373339,SE192,SE19,2,62,40.9
101392371,CR51,CR5,1,30,25.6
84944574,SE251,SE25,1,78,29.4
66352831,CR81,CR8,1,45,29
3749885,SE251,SE25,1,50,29.4
647136,CR71,CR7,1,18,26.9
97151238,CR21,CR2,1,24,29.9
115208327,SE251,SE25,1,20,29.4
229315,CR01,CR0,1,75,31.9
35325753,CR02,CR0,2,105,42.4
94022290,CR03,CR0,3,65,48.4
647136,CR71,CR7,1,25,26.9
20738279,CR01,CR0,1,26,31.9
54608267,CR83,CR8,3,30,46
163634,SE191,SE19,1,65,34
50919544,CR81,CR8,1,61,29
51756123,SW161,SW16,1,47,37.3
100076350,CR71,CR7,1,25,26.9
11994578,CR01,CR0,1,21,31.9
58268895,SE191,SE19,1,25,34
2293734,CR71,CR7,1,25,26.9
54599255,SE251,SE25,1,50,29.4
11994578,CR01,CR0,1,22,31.9
94999767,CR21,CR2,1,30,29.9
47042557,SE252,SE25,2,50,40.3
31773999,CR01,CR0,1,28,31.9
10106709,CR21,CR2,1,52,29.9
31769923,CR01,CR0,1,45,31.9
116054029,CR21,CR2,1,95,29.9
42699842,SE191,SE19,1,38,34
8234911,CR21,CR2,1,55,29.9
6989753,CR01,CR0,1,30,31.9
6966627,SE251,SE25,1,28,29.4
40012237,SE251,SE25,1,32,29.4
64307631,SE191,SE19,1,50,34
490714,SW161,SW16,1,42,37.3
60904626,SE191,SE19,1,31,34
30629100,CR01,CR0,1,29,31.9
20596797,CR02,CR0,2,40,42.4
96218462,CR01,CR0,1,30,31.9
86692909,SW161,SW16,1,48,37.3
50919544,CR81,CR8,1,62,29
48129287,CR02,CR0,2,119,42.4
80456691,CR21,CR2,1,25,29.9
66134230,CR21,CR2,1,39,29.9
66134230,CR21,CR2,1,39,29.9
75271692,SE194,SE19,4,100,76.7
394552,CR01,CR0,1,49,31.9
11130619,SE251,SE25,1,32,29.4
1023326,CR01,CR0,1,27,31.9
50437225,SE251,SE25,1,40,29.4
3875553,CR01,CR0,1,24,31.9
20281828,SE191,SE19,1,19,34
29788305,SW161,SW16,1,20,37.3
36346281,SW161,SW16,1,45,37.3
441384,SE251,SE25,1,22,29.4
9208290,SE251,SE25,1,55,29.4
31264142,SW161,SW16,1,70,37.3
34113564,SE252,SE25,2,100,40.3
32253232,CR02,CR0,2,85,42.4
31520005,SE191,SE19,1,45,34
37066233,CR01,CR0,1,39,31.9
269609,CR71,CR7,1,35,26.9
103467291,CR22,CR2,2,95,39.6
2349744,CR22,CR2,2,110,39.6
39135200,SW161,SW16,1,30,37.3
17014014,CR01,CR0,1,100,31.9
18220837,CR81,CR8,1,75,29
1849524,SE191,SE19,1,30,34
97256824,SW161,SW16,1,31,37.3
1023326,CR01,CR0,1,35,31.9
73577900,SW162,SW16,2,70,44.9
24755658,CR01,CR0,1,45,31.9
50580860,SE251,SE25,1,29,29.4
80002496,SE251,SE25,1,16,29.4
77470378,CR81,CR8,1,18,29
1947222,SW161,SW16,1,38,37.3
66093495,SE252,SE25,2,85,40.3
18035540,SE251,SE25,1,49,29.4
112067351,SE191,SE19,1,80,34
59275110,SE251,SE25,1,56,29.4
37481170,CR02,CR0,2,100,42.4
8361720,SE251,SE25,1,32,29.4
13949042,SE193,SE19,3,90,55.4
215108,SW161,SW16,1,30,37.3
38989769,SE251,SE25,1,30,29.4
6509768,CR04,CR0,4,130,55.6
87587638,CR01,CR0,1,30,31.9
38659712,CR81,CR8,1,22,29
7725449,CR21,CR2,1,26,29.9
2986122,SE251,SE25,1,25,29.4
968464,CR01,CR0,1,16,31.9
345967,CR04,CR0,4,55,55.6
59793358,SE191,SE19,1,80,34
75167499,CR73,CR7,3,85,48.4
25629498,CR01,CR0,1,25,31.9
50907895,SE192,SE19,2,75,40.9
101143035,CR01,CR0,1,100,31.9
82437746,CR01,CR0,1,100,31.9
103394490,SW161,SW16,1,23,37.3
19229244,CR71,CR7,1,35,26.9
30031352,CR02,CR0,2,150,42.4
61377317,CR71,CR7,1,60,26.9
61369044,CR01,CR0,1,90,31.9
19090831,CR83,CR8,3,164,46
113553365,CR01,CR0,1,24,31.9
28886982,CR22,CR2,2,105,39.6
113543248,CR02,CR0,2,25,42.4
18137619,SW161,SW16,1,50,37.3
98707379,SW161,SW16,1,18,37.3
82437746,CR01,CR0,1,100,31.9
33825469,CR01,CR0,1,40,31.9
104529827,CR21,CR2,1,23,29.9
71096767,SW161,SW16,1,25,37.3
8150858,SW161,SW16,1,55,37.3
19342820,SE191,SE19,1,35,34
116054029,CR21,CR2,1,99,29.9
81313882,CR21,CR2,1,29,29.9
36693302,CR21,CR2,1,55,29.9
4245635,CR51,CR5,1,28,25.6
50310165,SW161,SW16,1,50,37.3
41868408,CR71,CR7,1,35,26.9
53253362,SE191,SE19,1,50,34
76746298,SE251,SE25,1,35,29.4
59275110,SE251,SE25,1,35,29.4
118467609,CR01,CR0,1,65,31.9
65079217,CR03,CR0,3,99,48.4
35289461,CR01,CR0,1,49,31.9
99792416,CR01,CR0,1,20,31.9
41301837,CR81,CR8,1,70,29
57178598,SE251,SE25,1,39,29.4
33903110,CR01,CR0,1,35,31.9
2848656,SE252,SE25,2,40,40.3
22330273,SE251,SE25,1,80,29.4
44283494,CR51,CR5,1,35,25.6
1964720,CR21,CR2,1,39,29.9
17954201,SE191,SE19,1,28,34
103394490,SW161,SW16,1,23,37.3
63138481,CR01,CR0,1,32,31.9
46268643,SE253,SE25,3,95,48.9
93101956,CR71,CR7,1,25,26.9
34695454,CR01,CR0,1,25,31.9
52933451,SE251,SE25,1,25,29.4
81335999,CR01,CR0,1,60,31.9
40980635,CR01,CR0,1,150,31.9
71112568,CR01,CR0,1,27,31.9
51425716,SE251,SE25,1,45,29.4
229315,CR01,CR0,1,75,31.9
22416092,SW161,SW16,1,29,37.3
19090831,CR81,CR8,1,79,29
71944862,SE253,SE25,3,67,48.9
81133,SE191,SE19,1,42,34
1941522,SE251,SE25,1,50,29.4
105426627,SE191,SE19,1,95,34
6802157,SE251,SE25,1,59,29.4
968464,CR01,CR0,1,18,31.9
8150858,CR01,CR0,1,65,31.9
61369044,CR02,CR0,2,300,42.4
31453427,CR81,CR8,1,30,29
8150858,CR01,CR0,1,60,31.9
8599824,CR01,CR0,1,28,31.9
746733,SE191,SE19,1,70,34
3254976,CR02,CR0,2,55,42.4
101031036,CR02,CR0,2,80,42.4
26639090,CR01,CR0,1,35,31.9
77772983,CR01,CR0,1,29,31.9
6989753,CR01,CR0,1,21,31.9
67535337,CR01,CR0,1,85,31.9
6053136,SE191,SE19,1,50,34
2304517,CR01,CR0,1,40,31.9
10564880,SE252,SE25,2,60,40.3
50919544,CR81,CR8,1,68,29
7291297,SE251,SE25,1,30,29.4
647136,CR71,CR7,1,15,26.9
61353730,SE251,SE25,1,40,29.4
29408094,CR21,CR2,1,30,29.9
29788305,SW161,SW16,1,20,37.3
13521449,SE251,SE25,1,30,29.4
101031036,CR02,CR0,2,80,42.4
25111759,SE251,SE25,1,16,29.4
40577789,SE251,SE25,1,39,29.4
85859729,SE251,SE25,1,90,29.4
50919544,CR81,CR8,1,45,29
30364999,CR01,CR0,1,20,31.9
100076350,CR71,CR7,1,25,26.9
40012237,CR01,CR0,1,27,31.9
95875344,CR73,CR7,3,14,48.4
9072256,SE251,SE25,1,40,29.4
6600017,CR01,CR0,1,40,31.9
